customerid,churn,customer_tenure,account_contract,account_charges_monthly,account_charges_total,internet_internetservice,internet_onlinesecurity,internet_techsupport,internet_deviceprotection,cuentas_diarias
0486-LGCCH,0,11,Two year,19.65,225.75,No,0,0,0,0.65
0487-CRLZF,0,49,Two year,74.45,3721.9,DSL,0,1,1,2.48
0487-RPVUM,0,61,Month-to-month,99.4,5943.65,Fiber optic,1,1,1,3.31
0487-VVUVK,0,25,Month-to-month,19.15,477.6,No,0,0,0,0.64
0488-GSLFR,1,1,Month-to-month,69.5,69.5,Fiber optic,0,0,0,2.32
0489-WMEMG,0,23,One year,49.45,1119.35,DSL,0,1,0,1.65
0491-KAPQG,0,21,Month-to-month,73.7,1558.7,Fiber optic,0,0,0,2.46
0495-RVCBF,1,1,Month-to-month,79.7,79.7,Fiber optic,0,0,0,2.66
0495-ZBNGW,1,5,Month-to-month,79.9,343.95,Fiber optic,0,0,1,2.66
0496-AHOOK,0,24,One year,74.4,1712.9,DSL,1,1,0,2.48
0504-HHAPI,1,27,Month-to-month,88.3,2467.75,Fiber optic,0,0,1,2.94
0505-SPOOW,0,70,Two year,19.8,1397.65,No,0,0,0,0.66
0506-LVNGN,1,5,Month-to-month,75.55,349.65,Fiber optic,0,0,1,2.52
0506-YLVKJ,0,46,Two year,20.2,917.45,No,0,0,0,0.67
0508-OOLTO,0,2,Month-to-month,71.65,135.75,Fiber optic,0,0,0,2.39
0508-SQWPL,0,57,Two year,20.1,1087.7,No,0,0,0,0.67
0511-JTEOY,1,1,Month-to-month,71.1,71.1,Fiber optic,0,0,0,2.37
0512-FLFDW,0,60,One year,100.5,6029.0,Fiber optic,0,0,1,3.35
0513-RBGPE,0,37,Two year,62.8,2278.75,DSL,1,1,1,2.09
0515-YPMCW,1,1,Month-to-month,70.45,70.45,Fiber optic,0,0,0,2.35
0516-OOHAR,0,28,One year,100.35,2799.0,Fiber optic,0,0,1,3.34
0516-QREYC,0,24,Month-to-month,20.3,459.95,No,0,0,0,0.68
0516-UXRMT,0,62,One year,92.05,5755.8,Fiber optic,1,0,1,3.07
0516-VRYBW,1,18,One year,20.15,390.85,No,0,0,0,0.67
0516-WJVXC,1,5,Month-to-month,54.2,308.25,DSL,1,1,0,1.81
0519-DRGTI,0,20,Month-to-month,20.35,442.6,No,0,0,0,0.68
0519-XUZJU,1,1,Month-to-month,70.75,70.75,Fiber optic,0,0,0,2.36
0520-FDVVT,1,35,One year,102.35,3626.1,Fiber optic,0,0,1,3.41
0523-VNGTF,0,52,Month-to-month,50.5,2566.3,DSL,0,1,1,1.68
0524-IAVZO,1,30,Month-to-month,85.0,2624.25,Fiber optic,0,0,0,2.83
0526-SXDJP,0,72,Two year,42.1,2962.0,DSL,1,0,1,1.4
0529-ONKER,1,15,Month-to-month,75.65,1146.65,Fiber optic,0,0,0,2.52
0530-IJVDB,0,70,Two year,114.6,7882.5,Fiber optic,1,1,1,3.82
0531-XBKMM,0,66,Two year,65.7,4378.9,DSL,1,1,0,2.19
0531-ZZJWQ,0,55,Month-to-month,74.0,4052.4,Fiber optic,0,0,0,2.47
0533-BNWKF,1,55,Month-to-month,85.45,4874.7,Fiber optic,0,0,1,2.85
0533-UCAAU,0,57,One year,71.1,4140.1,DSL,0,0,1,2.37
0536-ACXIP,0,72,Two year,109.55,8165.1,Fiber optic,1,0,1,3.65
0536-BGFMZ,0,28,Month-to-month,20.5,563.05,No,0,0,0,0.68
0536-ESJEP,0,54,Two year,74.55,4191.45,DSL,1,0,0,2.48
0537-QYZZN,0,24,Month-to-month,79.85,1857.75,Fiber optic,1,0,0,2.66
0541-FITGH,0,2,Month-to-month,62.15,113.1,DSL,1,0,0,2.07
0547-HURJB,0,12,Month-to-month,21.05,235.8,No,0,0,0,0.7
0549-CYCQN,0,51,One year,79.6,3974.7,Fiber optic,0,0,0,2.65
0550-DCXLH,0,13,Month-to-month,73.35,931.55,DSL,0,1,0,2.44
0556-FJEGU,0,58,Two year,70.1,4048.95,DSL,0,1,1,2.34
0557-ASKVU,0,18,One year,54.4,957.1,DSL,0,1,1,1.81
0559-CKHUS,0,29,Two year,19.55,521.8,No,0,0,0,0.65
0562-FGDCR,0,72,Two year,74.55,5430.65,DSL,1,1,0,2.48
0562-HKHML,0,71,Two year,23.9,1626.4,No,0,0,0,0.8
0562-KBDVM,0,70,Two year,44.6,3058.15,DSL,1,1,1,1.49
0564-JJHGS,1,9,Month-to-month,95.5,829.1,Fiber optic,0,0,0,3.18
0564-MUUQK,0,20,Month-to-month,95.5,1916.2,Fiber optic,0,1,1,3.18
0565-IYCGT,1,69,One year,78.6,5356.45,DSL,1,1,1,2.62
0565-JUPYD,0,63,One year,104.5,6590.8,Fiber optic,1,1,1,3.48
0567-GGCAC,0,7,Month-to-month,61.4,438.9,DSL,1,0,1,2.05
0567-XRHCU,0,69,Two year,43.95,2960.1,DSL,1,0,1,1.46
0568-ONFPC,1,5,Month-to-month,25.9,135.0,No,0,0,0,0.86
0570-BFQHT,0,9,Month-to-month,80.55,653.9,Fiber optic,0,0,1,2.68
0572-ZJKLT,0,46,Two year,99.65,4630.2,Fiber optic,1,1,1,3.32
0575-CUQOV,0,60,One year,97.95,5867.0,Fiber optic,0,0,1,3.26
0576-WNXXC,1,27,Month-to-month,95.55,2510.2,Fiber optic,0,0,1,3.18
0577-WHMEV,0,16,Month-to-month,90.7,1374.9,Fiber optic,1,0,1,3.02
0578-SKVMF,1,22,Month-to-month,83.3,1845.9,Fiber optic,0,0,0,2.78
0580-PIQHM,0,41,One year,101.6,3930.55,Fiber optic,1,0,1,3.39
0581-BXBUB,0,4,Month-to-month,72.75,317.75,Fiber optic,0,0,0,2.42
0581-MDMPW,0,24,Month-to-month,88.95,2072.75,Fiber optic,0,0,1,2.97
0582-AVCLN,0,38,Two year,20.3,743.05,No,0,0,0,0.68
0584-BJQGZ,0,25,Month-to-month,78.35,1837.9,DSL,1,1,1,2.61
0585-EGDDA,0,40,Month-to-month,80.0,3168.75,Fiber optic,0,0,1,2.67
0587-DMGBH,1,8,Month-to-month,49.85,365.55,DSL,1,0,0,1.66
0594-UFTUL,0,13,Month-to-month,19.85,252.0,No,0,0,0,0.66
0595-ITUDF,0,64,Month-to-month,91.8,5960.5,Fiber optic,1,0,1,3.06
0596-BQCEQ,1,62,Month-to-month,100.15,6283.3,Fiber optic,0,0,1,3.34
0599-XNYDO,0,20,Month-to-month,69.8,1540.35,Fiber optic,0,0,0,2.33
0601-WZHJF,1,14,Month-to-month,46.35,667.7,DSL,0,0,0,1.55
0602-DDUML,0,57,Two year,69.75,3894.4,DSL,0,1,1,2.33
0603-OLQDC,0,12,Month-to-month,69.85,837.5,DSL,1,0,0,2.33
0603-TPMIB,0,59,Two year,25.45,1534.05,No,0,0,0,0.85
0604-THJFP,0,59,Two year,75.95,4542.35,DSL,0,1,0,2.53
0607-DAAHE,1,53,Two year,19.75,1052.35,No,0,0,0,0.66
0607-MVMGC,0,45,One year,78.75,3600.65,DSL,0,0,1,2.62
0608-JDVEC,0,50,Two year,19.8,1013.2,No,0,0,0,0.66
0611-DFXKO,1,20,Month-to-month,89.0,1820.45,Fiber optic,0,0,0,2.97
0612-RTZZA,1,1,Month-to-month,25.25,25.25,DSL,0,0,0,0.84
0613-WUXUM,0,70,Two year,19.2,1401.4,No,0,0,0,0.64
0616-ATFGB,1,1,Month-to-month,25.05,25.05,DSL,0,0,0,0.84
0617-AQNWT,1,64,Two year,47.85,3147.5,DSL,1,1,1,1.6
0617-FHSGK,1,49,Month-to-month,75.2,3678.3,Fiber optic,0,0,0,2.51
0618-XWMSS,1,28,Month-to-month,74.9,2068.55,Fiber optic,1,0,0,2.5
0619-OLYUR,0,72,Two year,111.9,8071.05,Fiber optic,1,1,1,3.73
0620-DLSLK,0,13,Month-to-month,81.9,1028.9,Fiber optic,0,0,0,2.73
0620-XEFWH,0,4,Month-to-month,18.85,84.2,No,0,0,0,0.63
0621-CXBKL,0,53,Two year,18.7,1005.7,No,0,0,0,0.62
0621-HJWXJ,0,63,Month-to-month,81.55,5029.05,Fiber optic,0,0,0,2.72
0621-JFHOL,0,10,Two year,29.6,299.05,DSL,0,1,0,0.99
0621-TSSMU,0,56,One year,19.95,1126.75,No,0,0,0,0.66
0621-TWIEM,1,10,Month-to-month,45.55,402.6,DSL,0,0,0,1.52
0623-EJQEG,0,65,One year,93.55,6069.25,Fiber optic,1,1,0,3.12
0623-GDISB,0,1,Month-to-month,48.45,48.45,DSL,1,0,0,1.62
0623-IIHUG,1,21,Month-to-month,41.9,840.1,DSL,1,0,0,1.4
0625-AFOHS,0,29,Two year,20.2,558.8,No,0,0,0,0.67
0626-QXNGV,0,72,Two year,24.15,1776.45,No,0,0,0,0.8
0628-CNQRM,1,22,One year,67.5,1544.05,DSL,1,1,1,2.25
0634-SZPQA,1,23,Month-to-month,90.05,2169.8,Fiber optic,1,0,0,3.0
0635-WKOLD,0,40,One year,70.75,2921.75,DSL,0,1,0,2.36
0637-KVDLV,1,2,Month-to-month,76.5,162.45,Fiber optic,0,0,0,2.55
0637-UBJRP,1,13,Month-to-month,84.05,1095.3,Fiber optic,1,0,0,2.8
0637-YLETY,1,16,Month-to-month,95.6,1555.65,Fiber optic,0,0,1,3.19
0639-TSIQW,1,67,Month-to-month,102.95,6886.25,Fiber optic,1,0,1,3.43
0640-YJTPY,0,72,Two year,21.0,1493.75,No,0,0,0,0.7
0641-EVBOJ,0,3,Month-to-month,82.3,214.4,Fiber optic,1,1,0,2.74
0643-OKLRP,1,47,Month-to-month,80.35,3825.85,Fiber optic,1,0,0,2.68
0644-OQMDK,0,4,Month-to-month,70.65,293.85,Fiber optic,0,0,0,2.36
0650-BWOZN,0,18,Month-to-month,73.55,1359.45,Fiber optic,0,0,0,2.45
0654-HMSHN,1,21,Month-to-month,104.4,2157.95,Fiber optic,0,0,1,3.48
0654-PQKDW,0,62,One year,70.75,4263.45,DSL,1,1,1,2.36
0655-RBDUG,1,7,Month-to-month,98.05,713.0,Fiber optic,0,0,1,3.27
0655-YDGFJ,0,29,Month-to-month,48.95,1323.7,DSL,0,0,1,1.63
0657-DOGUM,0,48,One year,60.6,2985.25,DSL,1,1,0,2.02
0661-KBKPA,0,53,One year,78.75,3942.45,DSL,0,1,1,2.62
0661-KQHNK,0,6,One year,19.0,105.5,No,0,0,0,0.63
0661-WCQNQ,0,22,One year,56.25,1292.2,DSL,1,1,0,1.88
0661-XEYAN,1,1,Month-to-month,25.8,25.8,DSL,0,0,0,0.86
0665-XHDJU,0,72,Two year,99.4,7285.7,Fiber optic,0,0,0,3.31
0666-UXTJO,0,34,Month-to-month,85.2,2874.45,Fiber optic,0,0,1,2.84
0667-NSRGI,0,48,One year,69.55,3435.6,DSL,0,1,1,2.32
0668-OGMHD,0,21,Month-to-month,28.5,629.35,DSL,1,0,0,0.95
0670-ANMUU,0,71,One year,97.65,6687.85,Fiber optic,1,1,0,3.26
0670-KDOMA,0,1,Month-to-month,20.25,20.25,No,0,0,0,0.68
0673-IGUQO,0,1,Month-to-month,20.45,20.45,No,0,0,0,0.68
0674-DGMAQ,0,32,Month-to-month,93.5,2970.8,Fiber optic,0,0,1,3.12
0674-EYYZV,0,1,Month-to-month,54.65,54.65,DSL,0,0,0,1.82
0674-GCDXG,0,63,Two year,71.9,4479.2,DSL,1,1,1,2.4
0675-NCDYU,0,72,Two year,116.4,8543.25,Fiber optic,1,1,1,3.88
0678-RLHVP,0,53,Two year,105.55,5682.25,Fiber optic,0,0,1,3.52
0679-IDSTG,1,1,Month-to-month,69.25,69.25,Fiber optic,0,0,0,2.31
0679-TDGAK,0,50,One year,75.5,4025.6,DSL,1,1,0,2.52
0680-DFNNY,1,15,Month-to-month,101.1,1504.05,Fiber optic,0,0,1,3.37
0682-USIXD,0,21,Month-to-month,86.05,1818.9,Fiber optic,0,1,0,2.87
0684-AOSIH,1,1,Month-to-month,95.0,95.0,Fiber optic,1,0,0,3.17
0685-MLYYM,1,2,Month-to-month,70.75,154.85,Fiber optic,0,0,0,2.36
0687-ZVTHB,1,65,One year,72.45,4653.85,DSL,1,0,1,2.42
0689-DSXGL,0,52,Month-to-month,85.8,4433.3,Fiber optic,0,1,1,2.86
0689-NKYLF,1,13,Month-to-month,83.2,1060.6,Fiber optic,0,0,1,2.77
0690-SRQID,0,4,Month-to-month,19.65,67.55,No,0,0,0,0.65
0691-IFBQW,1,46,One year,110.0,4874.8,Fiber optic,1,0,1,3.67
0691-JVSYA,1,53,One year,94.85,5000.2,Fiber optic,0,0,1,3.16
0691-NIKRI,0,40,One year,105.95,4335.2,Fiber optic,0,1,1,3.53
0696-UKTOX,0,23,Month-to-month,54.15,1312.45,DSL,0,1,0,1.8
0697-ZMSWS,1,4,Month-to-month,85.65,338.9,Fiber optic,0,0,0,2.86
0699-NDKJM,0,57,Month-to-month,58.75,3437.45,DSL,1,0,1,1.96
0701-RFGFI,0,49,Month-to-month,95.4,4613.95,Fiber optic,0,0,0,3.18
0701-TJSEF,0,9,Month-to-month,68.25,576.95,DSL,1,1,1,2.28
0702-PGIBZ,1,4,Month-to-month,101.7,364.55,Fiber optic,0,0,0,3.39
0704-VCUMB,0,61,Two year,20.25,1278.8,No,0,0,0,0.68
0707-HOVVN,0,70,Two year,75.5,5212.65,DSL,0,1,1,2.52
0708-LGSMF,0,13,Month-to-month,65.85,902.25,DSL,1,0,0,2.19
0708-SJDIS,0,34,Month-to-month,65.0,2157.5,DSL,0,1,0,2.17
0709-TVGUR,1,9,Month-to-month,74.55,622.9,Fiber optic,0,0,0,2.48
0716-BQNDX,0,57,Two year,93.75,5625.55,Fiber optic,1,1,0,3.12
0719-SYFRB,1,12,Month-to-month,61.65,713.75,DSL,1,1,1,2.06
0722-SVSFK,0,7,Month-to-month,100.4,715.0,Fiber optic,0,1,1,3.35
0722-TROQR,1,4,Month-to-month,74.9,321.75,Fiber optic,0,0,0,2.5
0723-DRCLG,1,1,Month-to-month,74.45,74.45,Fiber optic,0,0,0,2.48
0723-FDLAY,0,44,One year,85.25,3704.15,DSL,0,1,1,2.84
0723-VSOBE,0,45,One year,34.2,1596.6,DSL,0,0,0,1.14
0725-CXOTM,0,36,One year,89.65,3348.1,DSL,1,1,1,2.99
0727-BMPLR,1,55,One year,100.0,5509.3,Fiber optic,0,0,1,3.33
0727-BNRLG,0,69,Two year,97.65,6743.55,Fiber optic,0,1,1,3.26
0727-IWKVK,1,9,Month-to-month,79.9,741.7,Fiber optic,0,0,1,2.66
0730-BGQGF,0,71,Two year,90.3,6287.3,DSL,1,1,1,3.01
0730-KOAVE,0,30,Month-to-month,94.3,2679.7,Fiber optic,1,0,0,3.14
0731-EBJQB,0,52,One year,20.4,1090.65,No,0,0,0,0.68
0732-OCQOC,0,52,Two year,25.05,1270.25,No,0,0,0,0.84
0733-VUNUW,1,24,Month-to-month,55.65,1400.55,DSL,1,0,0,1.86
0734-OXWBT,0,3,Month-to-month,70.7,225.65,DSL,0,1,0,2.36
0739-UUAJR,0,72,Two year,53.8,3952.45,DSL,1,0,1,1.79
0742-LAFQK,0,72,Two year,99.15,7422.1,Fiber optic,1,0,1,3.3
0742-MOABM,1,4,Month-to-month,50.05,179.35,DSL,0,1,0,1.67
0742-NXBGR,1,1,Month-to-month,82.3,82.3,Fiber optic,0,0,1,2.74
0743-HNPFG,0,51,One year,69.75,3562.5,DSL,1,1,0,2.33
0743-HRVFF,0,51,One year,56.15,2898.95,DSL,0,1,1,1.87
0744-BIKKF,0,72,Two year,86.65,6224.8,DSL,1,1,1,2.89
0744-GKNGE,0,64,Month-to-month,86.8,5327.25,Fiber optic,1,1,0,2.89
0746-JTRFU,1,2,Month-to-month,25.05,56.35,DSL,0,0,0,0.84
0748-RDGGM,1,70,One year,109.5,7534.65,Fiber optic,1,1,1,3.65
0749-IRGQE,0,13,Month-to-month,45.3,528.45,DSL,0,0,0,1.51
0750-EBAIU,0,52,One year,91.25,4738.3,Fiber optic,1,0,1,3.04
0750-EKNGL,0,7,Month-to-month,20.75,141.1,No,0,0,0,0.69
0754-EEBDC,0,4,Two year,19.9,76.65,No,0,0,0,0.66
0754-UKWQP,1,2,Month-to-month,95.85,197.7,Fiber optic,0,0,1,3.2
0756-MPZRL,0,46,One year,33.7,1537.85,DSL,0,1,1,1.12
0757-WCUUZ,0,54,Two year,63.35,3409.1,DSL,0,0,1,2.11
0761-AETCS,1,1,Month-to-month,19.3,19.3,No,0,0,0,0.64
0769-MURVM,0,72,Two year,65.7,4575.35,DSL,1,1,1,2.19
0771-CHWSK,0,66,Two year,74.6,4798.4,DSL,1,0,1,2.49
0771-WLCLA,0,16,Month-to-month,112.95,1882.55,Fiber optic,1,1,1,3.76
0772-GYEQQ,1,3,Month-to-month,88.35,262.05,Fiber optic,0,1,1,2.94
0774-IFUVM,0,11,Month-to-month,65.15,723.35,DSL,1,0,0,2.17
0774-RMNUW,0,71,Two year,59.7,4122.65,DSL,1,1,0,1.99
0778-NELLA,1,9,Month-to-month,34.7,296.1,DSL,0,0,0,1.16
0780-XNZFN,0,57,Two year,20.65,1125.6,No,0,0,0,0.69
0781-LKXBR,1,9,Month-to-month,100.5,918.6,Fiber optic,0,0,1,3.35
0784-GTUUK,0,62,One year,23.75,1446.8,No,0,0,0,0.79
0784-ZQJZX,0,72,Two year,19.9,1529.65,No,0,0,0,0.66
0786-IVLAW,0,66,One year,108.1,7238.6,Fiber optic,0,0,1,3.6
0786-VSSUD,1,16,Month-to-month,39.0,679.85,DSL,0,0,0,1.3
0787-LHDYT,0,16,Month-to-month,20.6,330.25,No,0,0,0,0.69
0788-DXBFY,0,58,One year,19.55,1108.8,No,0,0,0,0.65
0793-TWELN,0,4,Month-to-month,80.15,319.85,Fiber optic,1,0,0,2.67
0794-YVSGE,0,72,Two year,20.3,1401.15,No,0,0,0,0.68
0795-GMVQO,0,67,One year,109.9,7332.4,Fiber optic,1,0,1,3.66
0795-LAFGP,0,71,Two year,90.4,6668.05,DSL,1,1,1,3.01
0795-XCCTE,0,72,Two year,25.4,1809.35,No,0,0,0,0.85
0799-DDIHE,0,15,Month-to-month,46.3,639.45,DSL,0,0,0,1.54
0804-XBFBV,0,11,Month-to-month,25.2,321.05,DSL,0,0,0,0.84
0804-YGEQV,0,43,One year,24.45,993.15,No,0,0,0,0.82
0807-ZABDG,1,3,Month-to-month,55.1,154.65,DSL,1,1,0,1.84
0810-BDHAW,0,24,One year,78.4,1832.4,DSL,1,0,0,2.61
0810-DHDBD,0,52,One year,74.0,3877.65,DSL,1,1,1,2.47
0811-GSDTP,0,13,Month-to-month,30.15,382.2,DSL,0,0,0,1.0
0812-WUPTB,1,1,Month-to-month,70.85,70.85,Fiber optic,0,0,0,2.36
0813-TAXXS,0,55,Two year,77.8,4323.35,DSL,0,0,1,2.59
0815-MFZGM,0,42,Two year,99.0,4135.0,Fiber optic,0,1,1,3.3
0816-TSPHQ,0,2,Month-to-month,20.75,44.2,No,0,0,0,0.69
0817-HSUSE,0,1,Month-to-month,75.5,75.5,DSL,0,1,1,2.52
0818-OCPZO,1,27,Month-to-month,81.45,2122.05,Fiber optic,0,0,0,2.72
0820-FNRNX,0,17,Month-to-month,66.7,1077.05,DSL,0,1,1,2.22
0822-GAVAP,1,2,Month-to-month,34.7,62.25,DSL,0,0,0,1.16
0822-QGCXA,0,27,Month-to-month,83.85,2310.2,DSL,0,1,1,2.8
0823-HSCDJ,1,52,Month-to-month,49.15,2550.9,DSL,0,0,0,1.64
0824-VWDPO,0,45,One year,96.75,4442.75,Fiber optic,1,0,0,3.22
0825-CPPQH,0,71,Two year,19.1,1372.45,No,0,0,0,0.64
0827-ITJPH,0,36,Two year,18.55,689.0,No,0,0,0,0.62
0829-DDVLK,0,15,One year,20.1,302.45,No,0,0,0,0.67
0829-XXPLX,0,20,Month-to-month,89.4,1871.15,Fiber optic,1,0,1,2.98
0831-JNISG,0,71,Two year,19.8,1396.25,No,0,0,0,0.66
0835-DUUIQ,0,24,One year,21.05,531.55,No,0,0,0,0.7
0835-JKADZ,0,71,Two year,111.25,7984.15,Fiber optic,0,1,1,3.71
0836-SEYLU,1,9,Month-to-month,40.65,328.95,DSL,0,1,0,1.36
0839-JTCUD,0,66,Two year,89.9,5958.85,DSL,1,1,1,3.0
0839-QNXME,0,30,Two year,19.4,578.5,No,0,0,0,0.65
0840-DCNZE,0,47,One year,86.95,4138.9,DSL,1,1,1,2.9
0840-DFEZH,0,7,Month-to-month,75.35,564.65,Fiber optic,0,0,0,2.51
0841-NULXI,1,1,Month-to-month,35.55,35.55,DSL,0,0,0,1.18
0842-IWYCP,0,46,Month-to-month,44.95,2168.9,DSL,0,0,0,1.5
0843-WTBXE,1,53,Month-to-month,85.45,4517.25,Fiber optic,0,0,0,2.85
0847-HGRML,0,62,Two year,20.0,1250.1,No,0,0,0,0.67
0848-SOMKO,0,70,Two year,48.4,3442.8,DSL,1,1,1,1.61
0848-ZGQIJ,0,16,Month-to-month,94.65,1461.15,Fiber optic,0,0,0,3.16
0851-DFJKB,0,15,Month-to-month,58.95,955.15,DSL,1,1,1,1.96
0853-NWIFK,0,45,One year,100.3,4483.95,Fiber optic,1,0,0,3.34
0853-TWRVK,0,72,Two year,105.6,7581.5,Fiber optic,1,1,1,3.52
0854-UYHZD,0,13,Two year,19.55,265.3,No,0,0,0,0.65
0856-NAOES,0,6,Month-to-month,60.9,414.1,DSL,0,0,1,2.03
0859-YGKFW,0,18,One year,20.05,345.9,No,0,0,0,0.67
0862-PRCBS,0,68,Two year,103.75,7039.45,Fiber optic,0,1,0,3.46
0864-FVJNJ,0,64,One year,113.35,7222.75,Fiber optic,1,1,1,3.78
0866-QLSIR,1,34,One year,64.4,2088.75,DSL,1,1,0,2.15
0867-LDTTC,0,5,Month-to-month,75.15,392.65,DSL,0,1,1,2.51
0867-MKZVY,1,20,Month-to-month,82.4,1592.35,Fiber optic,1,0,0,2.75
0868-VJRDR,0,64,Two year,104.05,6605.55,Fiber optic,1,1,0,3.47
0869-PAPRP,0,26,Month-to-month,85.7,2067.0,Fiber optic,0,0,1,2.86
0870-VEMYL,1,5,Month-to-month,53.85,259.8,DSL,1,1,0,1.8
0871-OPBXW,0,2,Month-to-month,20.05,39.25,No,0,0,0,0.67
0871-URUWO,1,13,Month-to-month,102.25,1359.0,Fiber optic,0,0,1,3.41
0872-CASZJ,0,59,One year,69.1,4096.9,DSL,1,1,0,2.3
0872-JCPIB,0,17,Month-to-month,65.75,1111.2,DSL,1,0,0,2.19
0872-NXJYS,1,9,Month-to-month,79.55,723.4,Fiber optic,0,0,0,2.65
0875-CABNR,1,10,Month-to-month,84.6,865.55,Fiber optic,0,0,1,2.82
0876-WDUUZ,1,5,Month-to-month,85.4,425.9,Fiber optic,0,1,0,2.85
0877-SDMBN,1,54,One year,103.95,5639.05,Fiber optic,1,0,1,3.47
0880-FVFWF,0,56,Month-to-month,86.4,4922.4,Fiber optic,1,0,0,2.88
0880-TKATG,1,4,Month-to-month,101.15,385.9,Fiber optic,0,0,1,3.37
0883-EIBTI,1,2,Month-to-month,19.5,31.55,No,0,0,0,0.65
0885-HMGPY,0,62,Two year,69.4,4237.5,DSL,1,1,1,2.31
0886-QGENL,1,27,Month-to-month,101.25,2754.45,Fiber optic,1,0,1,3.38
0887-HJGAR,1,1,Month-to-month,45.7,45.7,DSL,0,0,0,1.52
0887-WBJVH,0,53,One year,93.45,4872.2,Fiber optic,0,1,0,3.12
0895-DQHEW,1,54,Month-to-month,104.3,5278.15,Fiber optic,0,0,1,3.48
0895-LMRSF,0,23,One year,64.9,1509.8,DSL,0,0,0,2.16
0895-LNKRC,0,6,One year,19.45,113.5,No,0,0,0,0.65
0895-UADGO,0,8,Two year,44.55,343.45,DSL,1,1,0,1.48
0897-FEGMU,1,11,Month-to-month,99.5,1056.95,Fiber optic,0,0,1,3.32
0898-XCGTF,0,61,One year,96.5,5673.7,Fiber optic,0,0,0,3.22
0899-LIIBW,0,34,Month-to-month,100.85,3527.3,Fiber optic,0,0,1,3.36
0899-WZRSD,0,56,Month-to-month,105.35,5794.45,Fiber optic,1,1,0,3.51
0902-RFHOF,0,38,One year,20.1,730.1,No,0,0,0,0.67
0902-XKXPN,0,69,Two year,20.2,1376.5,No,0,0,0,0.67
0906-QVPMS,0,72,Two year,115.15,8349.45,Fiber optic,1,1,1,3.84
0907-HQNTS,0,70,Two year,113.0,7987.6,Fiber optic,1,1,1,3.77
0909-SDHNU,0,7,Month-to-month,29.8,201.95,DSL,1,0,0,0.99
0909-SELIE,0,61,Two year,80.8,4860.85,DSL,1,1,1,2.69
0913-XWSCN,0,55,Month-to-month,85.5,4713.4,Fiber optic,0,0,0,2.85
0916-KNFAJ,0,61,Two year,69.9,4226.7,DSL,1,0,1,2.33
0916-QOFDP,0,14,Month-to-month,95.8,1346.3,Fiber optic,0,0,0,3.19
0917-EZOLA,1,72,Two year,104.15,7689.95,Fiber optic,0,0,1,3.47
0921-OHLVP,0,22,Month-to-month,83.05,1799.3,Fiber optic,0,0,0,2.77
0923-PNFUB,1,3,Month-to-month,83.75,247.25,Fiber optic,0,0,0,2.79
0924-BJCRC,0,60,Month-to-month,89.45,5294.6,Fiber optic,0,0,0,2.98
0925-VYDLG,1,3,Month-to-month,75.25,242.0,Fiber optic,0,0,0,2.51
0927-CNGRH,0,1,Month-to-month,19.55,19.55,No,0,0,0,0.65
0927-LCSMG,1,7,Month-to-month,74.65,544.55,Fiber optic,0,0,1,2.49
0928-JMXNP,0,4,Month-to-month,29.9,118.25,DSL,0,0,1,1.0
0928-XUTSN,0,13,Month-to-month,80.5,1011.8,Fiber optic,0,0,0,2.68
0929-HYQEW,0,3,Month-to-month,50.15,160.85,DSL,1,0,0,1.67
0929-PECLO,0,63,Month-to-month,89.6,5538.8,Fiber optic,0,0,1,2.99
0930-EHUZA,0,36,One year,76.35,2606.35,DSL,1,1,1,2.54
0931-MHTEM,0,54,One year,100.05,5299.65,Fiber optic,1,0,0,3.34
0932-YIXYU,0,47,Two year,20.25,1029.8,No,0,0,0,0.68
0936-NQLJU,0,41,Two year,20.65,875.55,No,0,0,0,0.69
0939-EREMR,0,13,Month-to-month,53.45,718.1,DSL,0,1,1,1.78
0939-YAPAF,1,35,Month-to-month,100.25,3527.6,Fiber optic,0,0,1,3.34
0940-OUQEC,1,10,Month-to-month,80.7,788.8,Fiber optic,0,0,0,2.69
0942-KOWSM,0,30,Two year,80.8,2369.3,DSL,0,1,1,2.69
0943-ZQPXH,0,44,Month-to-month,92.95,4122.9,Fiber optic,0,0,1,3.1
0945-TSONX,0,47,Two year,85.3,4107.25,DSL,1,1,0,2.84
0946-CLJTI,1,58,Month-to-month,98.7,5812.6,Fiber optic,0,0,1,3.29
0946-FKYTX,0,52,One year,30.1,1623.4,DSL,0,0,0,1.0
0947-IDHRQ,1,7,Month-to-month,80.3,526.7,Fiber optic,0,0,0,2.68
0947-MUGVO,1,20,Month-to-month,73.65,1463.5,Fiber optic,0,0,0,2.46
0952-KMEEH,1,13,Month-to-month,98.15,1230.25,Fiber optic,1,0,0,3.27
0953-LGOVU,0,12,Month-to-month,35.5,432.25,DSL,0,1,0,1.18
0956-ACVZC,0,54,One year,94.1,5060.9,Fiber optic,0,0,1,3.14
0956-SYCWG,0,13,One year,19.65,244.8,No,0,0,0,0.65
0958-YHXGP,0,7,Month-to-month,69.9,497.3,Fiber optic,0,0,0,2.33
0959-WHOKV,0,42,One year,99.0,4298.45,Fiber optic,1,0,1,3.3
0960-HUWBM,0,65,Two year,104.1,6700.05,Fiber optic,0,1,1,3.47
0961-ZWLVI,0,49,One year,109.2,5290.45,Fiber optic,1,0,1,3.64
0962-CQPWQ,0,62,Two year,20.3,1296.15,No,0,0,0,0.68
